user_id,age,gender,location,channel_name,category,channel_followers,channel_total_likes,channel_total_shares,channel_total_reposts,user_rating,watch_time_sec,interaction_score,last_watch_date
U003,39,Male,HaiPhong,@gym_motivation,Health,2507999,53077938,1028534,411413,1,16,0.157,11/24/2025
U003,39,Male,HaiPhong,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,2,5,0.272,11/27/2025
U003,39,Male,HaiPhong,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,1,23,0.308,11/27/2025
U003,39,Male,HaiPhong,@vatvo_studio,Tech,4553155,68601295,1017022,406808,2,8,0.387,11/2/2025
U003,39,Male,HaiPhong,@localbrand_vn,Fashion,2109811,43162485,824651,329860,3,50,0.45,11/18/2025
U003,39,Male,HaiPhong,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,3,50,0.626,11/18/2025
U003,39,Male,HaiPhong,@kenh14_news,News,5144898,107675787,1939303,775721,3,58,0.427,11/10/2025
U004,15,Female,HaiPhong,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,4,109,0.819,11/20/2025
U004,15,Female,HaiPhong,@vatly_thuchanh,Education,1616754,18007797,246575,98630,3,30,0.564,11/16/2025
U004,15,Female,HaiPhong,@gym_motivation,Health,2507999,53077938,1028534,411413,3,48,0.553,11/23/2025
U004,15,Female,HaiPhong,@english_daily,Education,2085683,22029838,365666,146266,1,10,0.288,11/6/2025
U004,15,Female,HaiPhong,@rapviet_official,Music,6552724,98021789,2469675,987870,4,62,0.672,11/28/2025
U004,15,Female,HaiPhong,@bongda_plus,Sports,4233678,60654861,1147015,458806,3,35,0.442,11/14/2025
U004,15,Female,HaiPhong,@hongocha,Music,6074570,95811027,1603990,641596,4,62,0.794,11/2/2025
U004,15,Female,HaiPhong,@nauan_cung_toi,Food,1843898,20850579,485528,194211,4,98,0.706,11/7/2025
U004,15,Female,HaiPhong,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,5,572,0.948,11/1/2025
U004,15,Female,HaiPhong,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,5,410,0.902,11/12/2025
U004,15,Female,HaiPhong,@giadinh_cam,Vlog,3388037,42069510,868121,347248,4,121,0.815,11/18/2025
U005,40,Other,HCM,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,4,74,0.775,11/17/2025
U005,40,Other,HCM,@checkin_vietnam,Travel,3189533,39182714,939562,375824,3,52,0.62,11/24/2025
U005,40,Other,HCM,@chanhtuoireview,Travel,2721741,37674505,775053,310021,4,114,0.661,11/9/2025
U005,40,Other,HCM,@longchun,Comedy,4877399,50625261,624520,249808,4,137,0.748,11/5/2025
U005,40,Other,HCM,@ciin_dance,Dance,4416257,81453937,1378244,551297,4,170,0.751,11/30/2025
U005,40,Other,HCM,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,2,9,0.386,11/7/2025
U005,40,Other,HCM,@saigon_amthuc,Food,2641912,54601394,640038,256015,1,25,0.092,11/13/2025
U005,40,Other,HCM,@localbrand_vn,Fashion,2109811,43162485,824651,329860,1,8,0.1,11/17/2025
U005,40,Other,HCM,@english_daily,Education,2085683,22029838,365666,146266,4,135,0.705,11/6/2025
U006,51,Male,Hanoi,@tips_congnghe,Tech,1963008,36500796,947262,378904,2,20,0.229,11/8/2025
U006,51,Male,Hanoi,@netflix_vn,Movie,5523782,119424477,2483357,993342,4,153,0.72,11/14/2025
U006,51,Male,Hanoi,@ielts_fighter,Education,2452160,57941501,598588,239435,5,250,0.908,11/14/2025
U006,51,Male,Hanoi,@music_trending_vn,Music,3625739,37471871,393496,157398,5,340,0.908,11/16/2025
U006,51,Male,Hanoi,@duytham,Tech,5390827,61607220,1121879,448751,3,50,0.431,11/5/2025
U006,51,Male,Hanoi,@kenh14_news,News,5144898,107675787,1939303,775721,2,20,0.179,11/17/2025
U006,51,Male,Hanoi,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,2,23,0.267,11/6/2025
U006,51,Male,Hanoi,@gym_motivation,Health,2507999,53077938,1028534,411413,5,556,0.907,11/13/2025
U006,51,Male,Hanoi,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,3,46,0.461,11/26/2025
U006,51,Male,Hanoi,@longchun,Comedy,4877399,50625261,624520,249808,2,28,0.375,11/20/2025
U006,51,Male,Hanoi,@hongocha,Music,6074570,95811027,1603990,641596,4,151,0.762,11/16/2025
U006,51,Male,Hanoi,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,4,140,0.656,11/26/2025
U006,51,Male,Hanoi,@schannel,Review,4383898,46711815,1228894,491557,5,464,0.975,11/29/2025
U006,51,Male,Hanoi,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,5,480,0.911,11/11/2025
U007,40,Other,Hanoi,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,4,90,0.747,11/30/2025
U007,40,Other,Hanoi,@bongda_plus,Sports,4233678,60654861,1147015,458806,1,14,0.085,11/28/2025
U007,40,Other,Hanoi,@rapviet_official,Music,6552724,98021789,2469675,987870,4,108,0.803,11/12/2025
U007,40,Other,Hanoi,@dantri_official,News,4710642,77754076,1370508,548203,2,13,0.371,11/14/2025
U007,40,Other,Hanoi,@longchun,Comedy,4877399,50625261,624520,249808,4,142,0.793,11/19/2025
U007,40,Other,Hanoi,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,4,120,0.651,11/18/2025
U007,40,Other,Hanoi,@vtv24news,News,4412462,91404582,1957404,782961,4,121,0.792,11/29/2025
U008,19,Male,CanTho,@netflix_vn,Movie,5523782,119424477,2483357,993342,5,525,0.937,11/10/2025
U008,19,Male,CanTho,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,1,11,0.281,11/30/2025
U008,19,Male,CanTho,@duytham,Tech,5390827,61607220,1121879,448751,5,497,0.865,11/7/2025
U008,19,Male,CanTho,@schannel,Review,4383898,46711815,1228894,491557,4,73,0.666,11/24/2025
U008,19,Male,CanTho,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,83,0.769,11/19/2025
U008,19,Male,CanTho,@mixigaming,Gaming,7290837,112133680,1820871,728348,1,22,0.031,11/10/2025
U008,19,Male,CanTho,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,4,121,0.824,11/8/2025
U009,25,Male,CanTho,@bongda_plus,Sports,4233678,60654861,1147015,458806,4,89,0.837,11/1/2025
U009,25,Male,CanTho,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,2,9,0.226,11/19/2025
U009,25,Male,CanTho,@vatly_thuchanh,Education,1616754,18007797,246575,98630,5,443,0.885,11/16/2025
U009,25,Male,CanTho,@longchun,Comedy,4877399,50625261,624520,249808,2,15,0.126,11/20/2025
U009,25,Male,CanTho,@vatvo_studio,Tech,4553155,68601295,1017022,406808,3,51,0.485,11/14/2025
U009,25,Male,CanTho,@meo_map_u,Pets,2479906,52474387,953522,381408,5,452,0.967,11/18/2025
U009,25,Male,CanTho,@streamer_virus,Gaming,5790901,120692209,2499161,999664,2,9,0.152,11/2/2025
U009,25,Male,CanTho,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,3,37,0.456,11/23/2025
U010,41,Female,Hanoi,@nhay_cung_idol,Dance,2962202,30938161,893025,357210,4,87,0.686,11/18/2025
U010,41,Female,Hanoi,@1977vlog,Comedy,4643578,110004314,1181951,472780,4,60,0.81,11/5/2025
U010,41,Female,Hanoi,@music_trending_vn,Music,3625739,37471871,393496,157398,5,245,0.903,11/15/2025
U010,41,Female,Hanoi,@vatly_thuchanh,Education,1616754,18007797,246575,98630,4,128,0.705,11/5/2025
U010,41,Female,Hanoi,@changmakeup,Beauty,5054786,53112097,1508819,603527,3,35,0.474,11/10/2025
U010,41,Female,Hanoi,@pet_cute_vn,Pets,3757230,67409072,892566,357026,1,11,0.043,11/23/2025
U010,41,Female,Hanoi,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,2,5,0.33,11/14/2025
U010,41,Female,Hanoi,@hongocha,Music,6074570,95811027,1603990,641596,2,3,0.057,11/21/2025
U010,41,Female,Hanoi,@longchun,Comedy,4877399,50625261,624520,249808,5,391,0.87,12/1/2025
U011,30,Other,DaNang,@ciin_dance,Dance,4416257,81453937,1378244,551297,4,116,0.797,11/27/2025
U011,30,Other,DaNang,@streamer_virus,Gaming,5790901,120692209,2499161,999664,1,25,0.292,11/15/2025
U011,30,Other,DaNang,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,5,321,0.969,11/22/2025
U011,30,Other,DaNang,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,2,15,0.064,11/11/2025
U011,30,Other,DaNang,@english_daily,Education,2085683,22029838,365666,146266,5,596,0.953,11/10/2025
U011,30,Other,DaNang,@ielts_fighter,Education,2452160,57941501,598588,239435,5,532,0.923,11/29/2025
U011,30,Other,DaNang,@lichsu_vietnam,Education,1877074,39076903,832885,333154,4,107,0.805,11/18/2025
U011,30,Other,DaNang,@longchun,Comedy,4877399,50625261,624520,249808,4,150,0.81,11/10/2025
U011,30,Other,DaNang,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,5,401,0.955,12/1/2025
U011,30,Other,DaNang,@vatvo_studio,Tech,4553155,68601295,1017022,406808,3,46,0.415,11/25/2025
U011,30,Other,DaNang,@gym_motivation,Health,2507999,53077938,1028534,411413,3,58,0.485,11/3/2025
U011,30,Other,DaNang,@checkin_vietnam,Travel,3189533,39182714,939562,375824,4,95,0.797,11/28/2025
U011,30,Other,DaNang,@xe_hay_review,Auto,3242389,34705837,518222,207288,3,48,0.538,11/14/2025
U011,30,Other,DaNang,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,127,0.766,11/11/2025
U012,48,Male,CanTho,@tips_congnghe,Tech,1963008,36500796,947262,378904,3,36,0.409,11/16/2025
U012,48,Male,CanTho,@mixigaming,Gaming,7290837,112133680,1820871,728348,4,117,0.742,11/5/2025
U012,48,Male,CanTho,@checkin_vietnam,Travel,3189533,39182714,939562,375824,5,537,0.995,11/4/2025
U012,48,Male,CanTho,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,4,139,0.735,11/17/2025
U012,48,Male,CanTho,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,3,35,0.533,11/25/2025
U013,49,Male,DaNang,@localbrand_vn,Fashion,2109811,43162485,824651,329860,5,153,0.926,11/28/2025
U013,49,Male,DaNang,@longchun,Comedy,4877399,50625261,624520,249808,2,22,0.236,11/22/2025
U013,49,Male,DaNang,@english_daily,Education,2085683,22029838,365666,146266,4,132,0.825,11/8/2025
U013,49,Male,DaNang,@lichsu_vietnam,Education,1877074,39076903,832885,333154,2,28,0.38,11/16/2025
U013,49,Male,DaNang,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,2,10,0.271,11/2/2025
U013,49,Male,DaNang,@giadinh_cam,Vlog,3388037,42069510,868121,347248,4,156,0.839,11/13/2025
U013,49,Male,DaNang,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,1,22,0.328,11/12/2025
U013,49,Male,DaNang,@dantri_official,News,4710642,77754076,1370508,548203,3,60,0.553,11/28/2025
U013,49,Male,DaNang,@tips_congnghe,Tech,1963008,36500796,947262,378904,2,18,0.186,11/4/2025
U013,49,Male,DaNang,@vatly_thuchanh,Education,1616754,18007797,246575,98630,2,18,0.349,11/7/2025
U013,49,Male,DaNang,@kenh14_news,News,5144898,107675787,1939303,775721,1,20,0.149,11/13/2025
U013,49,Male,DaNang,@netflix_vn,Movie,5523782,119424477,2483357,993342,4,143,0.715,11/13/2025
U013,49,Male,DaNang,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,4,177,0.818,11/10/2025
U013,49,Male,DaNang,@ielts_fighter,Education,2452160,57941501,598588,239435,3,48,0.623,11/21/2025
U014,24,Male,HaiPhong,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,4,158,0.785,11/7/2025
U014,24,Male,HaiPhong,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,4,113,0.713,11/13/2025
U014,24,Male,HaiPhong,@nauan_cung_toi,Food,1843898,20850579,485528,194211,3,46,0.413,11/13/2025
U014,24,Male,HaiPhong,@vatly_thuchanh,Education,1616754,18007797,246575,98630,5,286,0.874,11/22/2025
U014,24,Male,HaiPhong,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,5,247,0.876,11/8/2025
U014,24,Male,HaiPhong,@ielts_fighter,Education,2452160,57941501,598588,239435,2,7,0.295,11/29/2025
U014,24,Male,HaiPhong,@english_daily,Education,2085683,22029838,365666,146266,3,53,0.605,11/4/2025
U014,24,Male,HaiPhong,@hanoi_foodie,Food,2616265,30523892,895688,358275,3,32,0.614,11/17/2025
U015,42,Other,DaNang,@xe_hay_review,Auto,3242389,34705837,518222,207288,4,154,0.799,11/23/2025
U015,42,Other,DaNang,@kenh14_news,News,5144898,107675787,1939303,775721,3,43,0.424,11/18/2025
U015,42,Other,DaNang,@checkin_vietnam,Travel,3189533,39182714,939562,375824,4,113,0.782,11/6/2025
U015,42,Other,DaNang,@yoga_tainha,Health,2128204,49993668,1213763,485505,3,41,0.485,11/26/2025
U015,42,Other,DaNang,@1977vlog,Comedy,4643578,110004314,1181951,472780,1,22,0.039,11/11/2025
U015,42,Other,DaNang,@netflix_vn,Movie,5523782,119424477,2483357,993342,5,499,0.963,11/2/2025
U015,42,Other,DaNang,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,5,369,0.992,11/15/2025
U015,42,Other,DaNang,@manchester_vn,Sports,4921955,89810131,1229895,491958,3,51,0.598,11/16/2025
U015,42,Other,DaNang,@mixigaming,Gaming,7290837,112133680,1820871,728348,3,58,0.417,11/7/2025
U015,42,Other,DaNang,@giadinh_cam,Vlog,3388037,42069510,868121,347248,3,57,0.564,11/25/2025
U015,42,Other,DaNang,@chanhtuoireview,Travel,2721741,37674505,775053,310021,3,55,0.571,11/11/2025
U015,42,Other,DaNang,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,1,25,0.037,11/22/2025
U016,37,Female,Hanoi,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,2,23,0.021,11/30/2025
U016,37,Female,Hanoi,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,1,2,0.355,11/4/2025
U016,37,Female,Hanoi,@xe_hay_review,Auto,3242389,34705837,518222,207288,4,97,0.756,11/9/2025
U016,37,Female,Hanoi,@lichsu_vietnam,Education,1877074,39076903,832885,333154,2,2,0.345,11/8/2025
U016,37,Female,Hanoi,@music_trending_vn,Music,3625739,37471871,393496,157398,2,21,0.377,11/24/2025
U016,37,Female,Hanoi,@1977vlog,Comedy,4643578,110004314,1181951,472780,3,41,0.527,11/11/2025
U016,37,Female,Hanoi,@ielts_fighter,Education,2452160,57941501,598588,239435,5,578,0.949,11/26/2025
U016,37,Female,Hanoi,@rapviet_official,Music,6552724,98021789,2469675,987870,2,27,0.382,11/1/2025
U016,37,Female,Hanoi,@vatvo_studio,Tech,4553155,68601295,1017022,406808,5,165,0.979,11/3/2025
U016,37,Female,Hanoi,@beduy_food,Food,2796437,44839552,1184534,473813,2,11,0.307,11/20/2025
U016,37,Female,Hanoi,@hanoi_foodie,Food,2616265,30523892,895688,358275,1,18,0.044,11/10/2025
U016,37,Female,Hanoi,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,1,10,0.3,11/18/2025
U016,37,Female,Hanoi,@pet_cute_vn,Pets,3757230,67409072,892566,357026,3,45,0.534,11/30/2025
U017,47,Other,HaiPhong,@meo_map_u,Pets,2479906,52474387,953522,381408,1,16,0.05,11/10/2025
U017,47,Other,HaiPhong,@kenh14_news,News,5144898,107675787,1939303,775721,4,102,0.838,11/24/2025
U017,47,Other,HaiPhong,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,4,84,0.777,11/28/2025
U017,47,Other,HaiPhong,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,1,10,0.067,11/26/2025
U017,47,Other,HaiPhong,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,3,41,0.47,11/8/2025
U017,47,Other,HaiPhong,@pet_cute_vn,Pets,3757230,67409072,892566,357026,2,14,0.164,11/25/2025
U017,47,Other,HaiPhong,@rapviet_official,Music,6552724,98021789,2469675,987870,2,22,0.064,11/27/2025
U017,47,Other,HaiPhong,@giadinh_cam,Vlog,3388037,42069510,868121,347248,4,142,0.811,11/16/2025
U017,47,Other,HaiPhong,@lichsu_vietnam,Education,1877074,39076903,832885,333154,5,223,0.951,11/24/2025
U017,47,Other,HaiPhong,@vtv24news,News,4412462,91404582,1957404,782961,1,25,0.186,11/6/2025
U017,47,Other,HaiPhong,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,3,60,0.496,11/16/2025
U017,47,Other,HaiPhong,@nauan_cung_toi,Food,1843898,20850579,485528,194211,2,7,0.279,11/9/2025
U018,24,Other,Hanoi,@tips_congnghe,Tech,1963008,36500796,947262,378904,1,9,0.361,11/27/2025
U018,24,Other,Hanoi,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,5,265,0.862,11/23/2025
U018,24,Other,Hanoi,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,1,22,0.219,11/5/2025
U018,24,Other,Hanoi,@manchester_vn,Sports,4921955,89810131,1229895,491958,2,4,0.251,11/10/2025
U018,24,Other,Hanoi,@1977vlog,Comedy,4643578,110004314,1181951,472780,3,32,0.432,12/1/2025
U019,40,Male,Hanoi,@english_daily,Education,2085683,22029838,365666,146266,2,3,0.288,11/27/2025
U019,40,Male,Hanoi,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,4,101,0.801,11/2/2025
U019,40,Male,Hanoi,@longchun,Comedy,4877399,50625261,624520,249808,3,60,0.606,11/9/2025
U019,40,Male,Hanoi,@xe_hay_review,Auto,3242389,34705837,518222,207288,2,25,0.223,11/3/2025
U019,40,Male,Hanoi,@ielts_fighter,Education,2452160,57941501,598588,239435,3,35,0.43,11/18/2025
U019,40,Male,Hanoi,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,3,42,0.625,11/24/2025
U019,40,Male,Hanoi,@hanoi_foodie,Food,2616265,30523892,895688,358275,5,462,0.922,11/20/2025
U020,39,Male,HCM,@giadinh_cam,Vlog,3388037,42069510,868121,347248,3,57,0.601,11/20/2025
U020,39,Male,HCM,@yoga_tainha,Health,2128204,49993668,1213763,485505,3,59,0.615,11/30/2025
U020,39,Male,HCM,@manchester_vn,Sports,4921955,89810131,1229895,491958,3,49,0.402,11/18/2025
U020,39,Male,HCM,@saigon_amthuc,Food,2641912,54601394,640038,256015,5,486,0.891,11/23/2025
U020,39,Male,HCM,@hanoi_foodie,Food,2616265,30523892,895688,358275,4,152,0.688,11/2/2025
U020,39,Male,HCM,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,4,107,0.809,11/24/2025
U020,39,Male,HCM,@khoapug,Travel,5137163,54857798,1496626,598650,4,126,0.82,11/13/2025
U020,39,Male,HCM,@tips_congnghe,Tech,1963008,36500796,947262,378904,4,133,0.812,11/4/2025
U020,39,Male,HCM,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,3,40,0.619,11/26/2025
U020,39,Male,HCM,@schannel,Review,4383898,46711815,1228894,491557,5,368,0.978,11/11/2025
U020,39,Male,HCM,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,2,16,0.07,11/8/2025
U020,39,Male,HCM,@bongda_plus,Sports,4233678,60654861,1147015,458806,5,556,0.889,11/27/2025
U020,39,Male,HCM,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,5,401,0.966,11/15/2025
U020,39,Male,HCM,@chanhtuoireview,Travel,2721741,37674505,775053,310021,1,4,0.332,11/19/2025
U020,39,Male,HCM,@music_trending_vn,Music,3625739,37471871,393496,157398,3,43,0.537,11/17/2025
U021,36,Other,HaiPhong,@manchester_vn,Sports,4921955,89810131,1229895,491958,3,49,0.421,11/2/2025
U021,36,Other,HaiPhong,@xe_hay_review,Auto,3242389,34705837,518222,207288,3,54,0.601,11/16/2025
U021,36,Other,HaiPhong,@music_trending_vn,Music,3625739,37471871,393496,157398,5,241,0.907,11/12/2025
U021,36,Other,HaiPhong,@streamer_virus,Gaming,5790901,120692209,2499161,999664,2,23,0.353,11/3/2025
U021,36,Other,HaiPhong,@changmakeup,Beauty,5054786,53112097,1508819,603527,1,23,0.357,11/9/2025
U021,36,Other,HaiPhong,@schannel,Review,4383898,46711815,1228894,491557,5,561,0.896,11/24/2025
U021,36,Other,HaiPhong,@tips_congnghe,Tech,1963008,36500796,947262,378904,3,46,0.614,11/18/2025
U021,36,Other,HaiPhong,@duytham,Tech,5390827,61607220,1121879,448751,2,25,0.061,12/1/2025
U022,30,Other,CanTho,@bongda_plus,Sports,4233678,60654861,1147015,458806,5,289,0.922,11/2/2025
U022,30,Other,CanTho,@manchester_vn,Sports,4921955,89810131,1229895,491958,2,28,0.221,11/7/2025
U022,30,Other,CanTho,@nhay_cung_idol,Dance,2962202,30938161,893025,357210,1,25,0.344,11/12/2025
U022,30,Other,CanTho,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,3,31,0.442,11/24/2025
U022,30,Other,CanTho,@lienquan_mobile,Gaming,6454966,80971801,1836159,734463,3,33,0.458,11/7/2025
U022,30,Other,CanTho,@duytham,Tech,5390827,61607220,1121879,448751,3,57,0.628,11/2/2025
U022,30,Other,CanTho,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,3,42,0.49,11/22/2025
U022,30,Other,CanTho,@giadinh_cam,Vlog,3388037,42069510,868121,347248,3,60,0.567,11/18/2025
U022,30,Other,CanTho,@1977vlog,Comedy,4643578,110004314,1181951,472780,3,56,0.604,11/8/2025
U022,30,Other,CanTho,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,3,44,0.588,11/21/2025
U022,30,Other,CanTho,@kenh14_news,News,5144898,107675787,1939303,775721,4,145,0.703,11/3/2025
U022,30,Other,CanTho,@tips_congnghe,Tech,1963008,36500796,947262,378904,4,148,0.679,11/1/2025
U023,35,Female,HaiPhong,@ciin_dance,Dance,4416257,81453937,1378244,551297,3,30,0.449,11/4/2025
U023,35,Female,HaiPhong,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,4,119,0.703,11/9/2025
U023,35,Female,HaiPhong,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,3,30,0.582,11/16/2025
U023,35,Female,HaiPhong,@chanhtuoireview,Travel,2721741,37674505,775053,310021,3,41,0.638,11/10/2025
U023,35,Female,HaiPhong,@vtv24news,News,4412462,91404582,1957404,782961,2,9,0.353,11/22/2025
U023,35,Female,HaiPhong,@netflix_vn,Movie,5523782,119424477,2483357,993342,2,20,0.161,11/29/2025
U023,35,Female,HaiPhong,@xe_hay_review,Auto,3242389,34705837,518222,207288,3,59,0.524,11/25/2025
U023,35,Female,HaiPhong,@khoapug,Travel,5137163,54857798,1496626,598650,4,145,0.814,11/16/2025
U023,35,Female,HaiPhong,@saigon_amthuc,Food,2641912,54601394,640038,256015,2,8,0.071,11/14/2025
U023,35,Female,HaiPhong,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,4,123,0.745,11/10/2025
U023,35,Female,HaiPhong,@streamer_virus,Gaming,5790901,120692209,2499161,999664,3,53,0.415,11/10/2025
U023,35,Female,HaiPhong,@pet_cute_vn,Pets,3757230,67409072,892566,357026,3,49,0.438,11/22/2025
U023,35,Female,HaiPhong,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,2,17,0.068,11/22/2025
U023,35,Female,HaiPhong,@gym_motivation,Health,2507999,53077938,1028534,411413,4,153,0.729,11/26/2025
U024,41,Male,Hanoi,@checkin_vietnam,Travel,3189533,39182714,939562,375824,4,135,0.674,11/23/2025
U024,41,Male,Hanoi,@hanoi_foodie,Food,2616265,30523892,895688,358275,3,53,0.596,11/17/2025
U024,41,Male,Hanoi,@saigon_amthuc,Food,2641912,54601394,640038,256015,4,94,0.832,11/4/2025
U024,41,Male,Hanoi,@music_trending_vn,Music,3625739,37471871,393496,157398,3,45,0.629,11/20/2025
U024,41,Male,Hanoi,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,3,58,0.587,11/10/2025
U024,41,Male,Hanoi,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,5,239,0.916,11/24/2025
U024,41,Male,Hanoi,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,2,8,0.225,11/1/2025
U024,41,Male,Hanoi,@giadinh_cam,Vlog,3388037,42069510,868121,347248,1,1,0.322,11/7/2025
